선정된해, 사업장명21,소재지21,업종21,임금21,일생활균형21,고용안정21,비고,,선정된해,사업장명,소재지,위도,경도,업종,기업규모,임금22,일생활균형22,고용안정22,비고,랭킹,비교,임금,일생활균형,고용안정
2021,주식회사 에코아이티,"서울특별시 강남구 테헤란로78길 14-6, 5층(대치동, 동성빌딩)",정보통신업,0,0,1,1,,2022,주식회사 에코아이티,"서울특별시 강남구 테헤란로78길 14-6, 5층(대치동,동성빌딩)",37.5052845,127.0549501,정보통신업,중소기업 133,0,0,1,1,5,=,0,0,2
2021,피에스피에프앤디 주식회사,"서울특별시 송파구 송이로 99, 2층(가락동, PSP빌딩)",도매 및 소매업,0,0,1,1,,2022,피에스피에프앤디 주식회사,"서울특별시 송파구 송이로 99, 피에스피빌딩 2층전관",37.4974645,127.1214018,도매 및 소매업,중소기업 34,0,0,1,1,5,=,0,0,2
2021,(주)고려아카데미컨설팅,"서울특별시 금천구 디지털로9길 32, B동 17층 (가산동, 갑을그레이트밸리)",기타,0,1,1,2,,2022,(주)고려아카데미컨설팅,"서울특별시 금천구 디지털로9길 32, B동 17층(가산동,갑을그레이트벨리)",37.4794491,126.8874768,기타,중소기업 80,0,1,0,1,6,-,0,2,1
2021,(주)다미화학,"서울특별시 금천구 가산디지털2로 184, 709호 (가산동, 벽산디지털밸리2차)",도매 및 소매업,0,1,1,2,,2022,(주)다미화학,"서울특별시 금천구 가산디지털2로 184, 709호(가산동,벽산디지털밸리2차)",37.4839124,126.8780977,도매 및 소매업,중소기업 21,0,1,0,1,6,-,0,2,1
2021,(주)익진엔지니어링,"서울특별시 강남구 역삼로 124, 청보빌딩 6층",기타,1,0,1,2,,2022,(주)익진엔지니어링,"서울특별시 강남구 역삼로 124, 6층(역삼동,청보빌딩)",37.4937098,127.0332636,기타,중소기업 18,0,0,1,1,6,-,1,0,2
2021,(주)잉카엔트웍스,"서울특별시 강남구 논현로 608, 1층 (논현동, 덕수빌딩)",정보통신업,1,0,1,2,,2022,(주)잉카엔트웍스,"서울특별시 강남구 논현로 608, 1층(논현동,덕수빌딩)",37.5158277,127.020128,정보통신업,중소기업 28,1,0,0,1,6,-,2,0,1
2021,(주)정도유아이티,"서울특별시 강남구 테헤란로38길 29, 5층(역삼동, 이원빌딩)",정보통신업,1,1,0,2,,2022,(주)정도유아이티,"서울특별시 강남구 테헤란로38길 29, 5층(역삼동,이원빌딩)",37.5005059,127.0428253,정보통신업,중소기업 77,0,1,0,1,6,-,1,2,0
2021,(주)제이에프엠테크,"서울특별시 구로구 디지털로26길 123, 1604호(구로동, 지플러스타워)",도매 및 소매업,1,0,1,2,,2022,(주)제이에프엠테크,"서울특별시 구로구 디지털로26길 123, 1604호(구로동,지플러스타워) ",37.482941,126.8977956,도매 및 소매업,중소기업 18,0,0,1,1,6,-,1,0,2
2021,(주)조아라,"서울특별시 금천구 가산디지털1로 131, B동 21층 2104호 (가산동, BYC HIGHCITY 지식산업센터)",정보통신업,1,0,1,2,,2022,(주)조아라,"서울특별시 금천구 가산디지털1로 131, B동 2104호(가산동,비와이씨하이시티 지식산업센터)",37.4769739,126.8823128,정보통신업,중소기업 76,0,1,0,1,6,-,1,1,1
2021,(주)크로니아이티,"서울특별시 송파구 중대로 113, 전기회관 5층",정보통신업,1,0,1,2,,2022,(주)크로니아이티,"서울특별시 송파구 중대로 113, 5층(가락동,전기회관)",37.4939614,127.1208265,정보통신업,중소기업 49,1,0,0,1,6,-,2,0,1
2021,(주)트루엔,"서울특별시 구로구 디지털로33길 28, 1309호 (구로동, 우림이비지센터1차)",제조업,1,1,0,2,,2022,(주)트루엔,"서울특별시 구로구 디지털로33길 28, 1309호(구로동,우림이비지센터1차)",37.4869767,126.8952883,제조업,중소기업 99,1,0,0,1,6,-,2,1,0
2021,(주)트리플하이엠,"서울특별시 금천구 디지털로121, 에이스가산타워 10층","전문, 과학 및 기술 서비스업",0,1,1,2,,2022,(주)트리플하이엠,"서울특별시 금천구 디지털로 121, 10층(가산동,에이스가산타워)",37.4760213,126.8801122,"전문, 과학 및 기술 서비스업",중소기업 139,0,1,0,1,6,-,0,2,1
2021,대신통신기술(주),"서울특별시 영등포구 버드나루로 9, 3~4층(영등포동2가, 천일빌딩)",기타,0,1,1,2,,2022,대신통신기술(주),"서울특별시 영등포구 버드나루로 9, 3,4층(영등포동2가,천일빌딩)",37.5196505,126.912255,기타,중소기업 98,0,1,0,1,6,-,0,2,1
2021,삼정데이타서비스(주),"서울특별시 구로구 디지털로 306 , 4층 416호,417호,421호(구로동, 대륭포스트타워2차)",정보통신업,1,0,1,2,,2022,삼정데이타서비스(주),"서울특별시 구로구 디지털로 306, 416,417,421호(구로동,대륭포스트타워2차)",37.4858838,126.8973216,정보통신업,중소기업 74,0,0,1,1,6,-,1,0,2
2021,주식회사 비투엔,"서울특별시 영등포구 선유로 146, 2층 210호(양평동3가, 이앤씨드림타워)",정보통신업,1,1,0,2,,2022,주식회사 비투엔,"서울특별시 영등포구 선유로 146, 210호(양평동3가,이앤씨드림타워)",37.5277212,126.8915678,정보통신업,중소기업 146,1,0,0,1,6,-,2,1,0
2021,주식회사 새누,"서울특별시 금천구 가산디지털1로 171, 912~918호(가산동, 가산 SK V1센터)",정보통신업,1,1,0,2,,2022,주식회사 새누,"서울특별시 금천구 가산디지털1로 171, 912~918호(가산동,SK V1 센터)",37.4806318,126.8805702,정보통신업,중소기업 26,0,1,0,1,6,-,1,2,0
2021,주식회사 제이콥시스템,"서울특별시 송파구 송파대로 201, B동 1319~1321호 (문정동, 송파 테라타워2)",정보통신업,0,1,1,2,,2022,주식회사 제이콥시스템,"서울특별시 송파구 송파대로 201, B동 1313호,1319~1321호(문정동,송파테라타워2)",37.4851331,127.1238462,정보통신업,중소기업 22,0,0,1,1,6,-,0,1,2
2021,(주)나온웍스,"서울특별시 구로구 디지털로 271, 711호(구로동, 벽산디지털밸리Ⅲ)",정보통신업,1,1,1,3,,2022,(주)나온웍스,"서울특별시 구로구 디지털로 271, 711호(구로동,벽산디지털밸리3차)",37.4831253,126.8937032,정보통신업,중소기업 35,0,1,0,1,7,--,1,2,1
2021,(주)사이냅소프트,"서울특별시 구로구 디지털로33길 12, 906호(구로동, 우림이비지센터2차)",정보통신업,1,1,1,3,,2022,(주)사이냅소프트,"서울특별시 강서구 마곡중앙4로 62(마곡동,사이냅소프트 R&D센터)",37.5735074,126.8285405,정보통신업,중소기업 50,1,0,0,1,7,--,2,1,1
2021,(주)아이비즈소프트웨어,"서울특별시 영등포구 선유로 70,  1301호(문래동3가, 우리벤처타운2)",정보통신업,1,1,1,3,,2022,(주)아이비즈소프트웨어,"서울특별시 영등포구 선유로 70, 1301호(문래동3가,우리벤처타운2)",37.5200945,126.8897017,정보통신업,중소기업 68,0,0,1,1,7,--,1,1,2
2021,(주)에스엔제이,"서울특별시 구로구 디지털로31길 19, 604호 (구로동, 에이스테크노타워Ⅱ)",제조업,1,1,1,3,,2022,(주)에스엔제이,"서울특별시 구로구 디지털로31길 19, 604호(구로동,에이스테크노타워Ⅱ)",37.4848555,126.8937342,제조업,중소기업 19,0,0,1,1,7,--,1,1,2
2021,(주)유창하이텍,"서울특별시 영등포구 버드나루로 50, 2층(영등포동2가, 리버타워오피스텔) ",제조업,1,1,1,3,,2022,(주)유창하이텍,"서울특별시 영등포구 버드나루로50, 리버타워 2층",37.5231808,126.9110957,제조업,중소기업 75,0,1,0,1,7,--,1,2,1
2021,(주)이노시뮬레이션,"서울특별시 강서구 마곡중앙8로7길 5(마곡동, 이노캠퍼스)","전문, 과학 및 기술 서비스업",1,1,1,3,,2022,(주)이노시뮬레이션,"서울특별시 강서구 마곡중앙8로7길 5(마곡동,이노캠퍼스)",37.5742249,126.8380453,"전문, 과학 및 기술 서비스업",중소기업 77,0,1,0,1,7,--,1,2,1
2021,(주)이든앤앨리스마케팅,"서울특별시 서초구 강남대로 483, 청호타워 12층","전문, 과학 및 기술 서비스업",1,1,1,3,,2022,(주)이든앤앨리스마케팅,"서울특별시 강남구 테헤란로87길 36, 1505~7호(삼성동,도심공항타워)",37.5102556,127.058472,"전문, 과학 및 기술 서비스업",중소기업 242,0,0,1,1,7,--,1,1,2
2021,(주)인사커뮤니케이션,"서울특별시 성동구 연무장5가길 25, SK V1타워 1007호",정보통신업,1,1,1,3,,2022,(주)인사커뮤니케이션,"서울특별시 성동구 연무장5가길 25, 1007호(성수동2가,SK V1타워)",37.5433863,127.0554176,정보통신업,중소기업 26,0,1,0,1,7,--,1,2,1
2021,(주)트랜서핑,서울특별시 종로구 율곡로5길 12-2(안국동),도매 및 소매업,1,1,1,3,,2022,(주)트랜서핑,서울특별시 종로구 율곡로5길 12-2(안국동) ,37.5771421,126.9852892,도매 및 소매업,중소기업 20,0,0,1,1,7,--,1,1,2
2021,주식회사 마크애니,"서울특별시 중구 퇴계로 286, 7층, 10층(쌍림동, 쌍림빌딩)",정보통신업,1,1,1,3,,2022,주식회사 마크애니,"서울특별시 중구 퇴계로 286, 10층(쌍림동,쌍림빌딩)",37.5630357,127.003606,정보통신업,중소기업 174,1,0,0,1,7,--,2,1,1
