 사업장명,소재지역,소재지,위도,경도,업종,기업규모,임금,일생활균형,고용안정,비고
한국아즈빌 주식회사,서울특별시,"서울특별시 영등포구 여의대로 14, 8층(여의도동,KT여의도지점)",37.5215802,126.9191389,도매 및 소매업,중견기업 133,1,1,,2
(주)콜텍,서울특별시,"서울특별시 강서구 화곡로61길 59(등촌동,콜텍빌딩)",37.5576218,126.8490767,제조업,중견기업 65,1,,1,2
(주)디디알플러스,서울특별시,"서울특별시 금천구 가마산로 96, 1214호(가산동,대륭테크노타운8차)",37.4852199,126.8774375,정보통신업,중소기업 27,,1,1,2
대신통신기술(주),서울특별시,"서울특별시 영등포구 버드나루로 9, 3,4층(영등포동2가,천일빌딩)",37.5196505,126.912255,기타,중소기업 98,,1,,1
(주)세일종합기술공사,서울특별시,"서울특별시 영등포구 영등포로 362(신길동,세일빌딩)",37.5141059,126.9179414,"전문, 과학 및 기술 서비스업",중소기업 270,1,1,,2
나이스솔루션뱅크,서울특별시,"서울특별시 금천구 디지털로9길 99, 1114호(가산동,스타밸리)",37.4816074,126.8848307,정보통신업,중소기업 15,,,1,1
(주)티오이십일,서울특별시,"서울특별시 서초구 서초대로 350, 2층(서초동,동아빌라트)",37.4951551,127.0198169,정보통신업,중소기업 67,1,1,1,3
(주)유비온,서울특별시,"서울특별시 구로구 디지털로34길 27, 601호(구로동,대륭포스트타워3차)",37.4854799,126.8981862,정보통신업,중소기업 152,,1,,1
(주)클루닉스,서울특별시,"서울특별시 영등포구 경인로 775, 1동 1206호(문래동3가,에이스하이테크시티)",37.5143974,126.8993822,정보통신업,중소기업 49,1,1,,2
(주)파이오링크,서울특별시,"서울특별시 금천구 가산디지털2로 98, 1동 401호(가산동, IT캐슬)",37.4768505,126.8811806,제조업,중소기업 355,1,1,,2
유비벨록스(주),서울특별시,"서울특별시 구로구 디지털로31길 12, 13,14층(구로동,태평양물산)",37.4851811,126.8951168,정보통신업,중견기업 288,1,1,,2
(주)다임즈,서울특별시,"서울특별시 구로구 디지털로 273, 1105호(구로동,에이스트윈타워2차) ",37.4839163,126.8940805,정보통신업,중소기업 53,,1,,1
가람환경기술(주),서울특별시,"서울특별시 금천구 가산디지털2로 108, 1108호(가산동,뉴티캐슬)",37.4778772,126.8806482,제조업,중소기업 36,,1,,1
주식회사 유호스트,서울특별시,"서울특별시 서초구 남부순환로 2495, 5층(서초동,원림빌딩) ",37.4834557,127.0232828,정보통신업,중소기업 145,,1,,1
주식회사 포인트모바일,서울특별시,"서울특별시 금천구 디지털로9길 32, B동 9층(가산동,갑을그레이트벨리)",37.4794491,126.8874768,제조업,중소기업 151,1,1,1,3
(주)신아티앤씨,서울특별시,"서울특별시 금천구 가산디지털2로 184, 508호(가산동,벽산경인디지털밸리2차)",37.4839124,126.8780977,제조업,중소기업 74,1,1,1,3
온라인바다(주),서울특별시,"서울특별시 금천구 서부샛길 606, B동 2703호(가산동,대성디폴리스지식산업센터)",37.47927853,126.8763739,정보통신업,중소기업 12,,1,,1
주식회사우리강산시스템,서울특별시,"서울특별시 금천구 가산디지털1로 168, B동 1403~1404호(가산동,우림라이온스밸리)",37.4798346,126.8824997,정보통신업,중소기업 46,,1,,1
아이리노테크 주식회사,서울특별시,"서울특별시 구로구 디지털로 271, 408호",37.4831253,126.8937032,도매 및 소매업,중소기업 15,,,1,1
(주)이즈파크,서울특별시,"서울특별시 금천구 가산디지털1로 145, 1001호(가산동,에이스하이엔드타워3차)",37.4781156,126.8815677,정보통신업,중소기업 145,1,1,1,3
유비씨엔(주),서울특별시,"서울특별시 금천구 가산디지털1로 212, 910호(가산동,코오롱애스턴)",37.4843157,126.8805164,정보통신업,중소기업 30,1,1,1,3
(주)엠토스솔루션스,서울특별시,"서울특별시 금천구 가산디지털1로 219, 811호,1112호(가산동,벽산디지털밸리6차)",37.4844389,126.8789745,도매 및 소매업,중소기업 59,,1,1,2
(주)유플러스시스템,서울특별시,"서울특별시 금천구 가산디지털1로 25, 1206호",37.4681345,126.8861139,정보통신업,중소기업 28,,1,1,2
주식회사 새누,서울특별시,"서울특별시 금천구 가산디지털1로 171, 912~918호(가산동,SK V1 센터)",37.4806318,126.8805702,정보통신업,중소기업 26,,1,,1
(주)엔라이즈,서울특별시,"서울특별시 서초구 서초대로77길 55, 9층(서초동,에이프로스퀘어)",37.5019747,127.0244474,정보통신업,중소기업 56,1,1,1,3
주식회사 티엔코아,서울특별시,"서울특별시 강서구 마곡중앙2로 5, 510호",37.5531968,126.8298352,제조업,중소기업 35,1,1,1,3
(주)버즈빌,서울특별시,"서울특별시 송파구 석촌호수로272, MY빌딩 2~5층",37.5099342,127.1059156,"전문, 과학 및 기술 서비스업",중소기업 102,1,1,,2
(주)코어소프트,서울특별시,"서울특별시 금천구 두산로 70, A동 2601호(독산동,현대지식산업센터)",37.469824,126.89589,정보통신업,중소기업 28,,1,1,2
(주)이노티브아이엔씨,서울특별시,"서울특별시 금천구 디지털로9길 99, 611~612호(가산동,스타밸리)",37.4816074,126.8848307,도매 및 소매업,중소기업 16,,1,1,2
(주)이엠비,서울특별시,"서울특별시 금천구 가산디지털1로 84, 809호(가산동,에이스하이엔드타워 8차)",37.4733398,126.8854431,제조업,중소기업 19,,,1,1
(주)이케이네트웍스,서울특별시,"서울특별시 금천구 가산디지털2로 70, 904,905호(가산동,대륭테크노타운19차)",37.4746528,126.8822218,정보통신업,중소기업 22,,,1,1
컴즈 주식회사,서울특별시,"서울특별시 구로구 디지털로34길 27, 1004,1005호(구로동,대륭포스트타워3차)",37.4854799,126.8981862,정보통신업,중소기업 198,,,1,1
린데코리아(주),서울특별시,"서울특별시 강남구 테헤란로98길 8, 5층(대치동,KT&G 대치타워)",37.5076557,127.0620505,제조업,중견기업 421,1,1,,2
(주)아이스트,서울특별시,"서울특별시 송파구 법원로11길 7, C동 1204호(문정동,현대지식산업센터)",37.4941097,127.0106092,"전문, 과학 및 기술 서비스업",중소기업 48,,,1,1
(주)윤택이엔지,서울특별시,"서울특별시 강남구 테헤란로108길 22, 3층(대치동,서경빌딩)",37.5078276,127.0659878,도매 및 소매업,중소기업 23,,,1,1
오브젠 주식회사,서울특별시,"서울특별시 영등포구 여의대로 14, 12층(여의도동,KT여의도타워)",37.5215802,126.9191389,정보통신업,중소기업 183,1,,,1
주식회사 파수,서울특별시,"서울특별시 마포구 월드컵북로 396, 비지니스센터 17층(상암동,누리꿈스퀘어 비즈니스타워)",37.579396,126.8897942,정보통신업,중소기업 226,1,1,1,3
주식회사 바이브컴퍼니,서울특별시,서울특별시 용산구 독서당로 97,37.5352336,127.0108427,정보통신업,중소기업 295,1,1,,2
(주)디에스티인터내셔날,서울특별시,"서울특별시 금천구 가산디지털1로 149, 1201~1205호(신한이노플렉스)",37.4786827,126.8815925,정보통신업,중소기업 96,,1,,1
테크하임주식회사,서울특별시,"서울특별시 서초구 반포대로24길 21, 3,4층(서초동,솔본빌딩)",37.4897392,127.0103574,정보통신업,중소기업 50,1,1,1,3
한국무라타전자(주),서울특별시,"서울특별시 서초구 서초대로 411, 동관 21~22층(서초동,GT타워)",37.4977803,127.0261927,도매 및 소매업,중견기업 203,1,1,1,3
(주)핑거,서울특별시,"서울특별시 영등포구 여의대로 24, 43층(여의도동,전국경제인연합회회관)",37.5214625,126.9306592,정보통신업,중소기업 222,1,,,1
주식회사 앱테스트에이아이,서울특별시,"서울특별시 송파구 송파대로 201, 제비동 제7층 제비-709호(문정동,송파테라타워2)",37.4851331,127.1238462,정보통신업,중소기업 24,1,,,1
(주)인피니트헬스케어,서울특별시,"서울특별시 구로구 디지털로34길 27, 12층(구로동,대륭포스트타워3차)",37.4854799,126.8981862,정보통신업,중소기업 300,1,1,1,3
(주)아이투맥스,서울특별시,"서울특별시 마포구 마포대로 137, 6층(공덕동,KPX빌딩)",37.551199,126.9625325,정보통신업,중소기업 170,1,1,1,3
(주)예스폼,서울특별시,"서울특별시 성동구 아차산로 49, 901호(성수동1가,서울숲코오롱디지털타워3차)",37.5467346,127.050026,정보통신업,중소기업 17,1,1,1,3
(주)네오비엔에스,서울특별시,"서울특별시 성동구 뚝섬로17가길 48, 807호(성수동2가,성수에이원지식산업센터)",37.540619,127.059467,정보통신업,중소기업 14,1,1,1,3
주식회사 엘릭스,서울특별시,"서울특별시 성동구 왕십리로 58, 1105~1106호(성수동1가,FORHU) ",37.5435182,127.0437247,정보통신업,중소기업 27,,,1,1
베렉스주식회사,서울특별시,서울특별시 강남구 삼성로 67길 6(베렉스 빌딩),37.5013218,127.0589211,"전문, 과학 및 기술 서비스업",중소기업 27,1,,1,2
씨이에프건설(주),서울특별시,"서울특별시 강남구 논현로30길 24, 3층(도곡동,대호빌딩)",37.4838609,127.0440678,기타,중소기업 41,1,,1,2
(주)니트머스,서울특별시,"서울특별시 중구 명동길 65, 11층(명동1가,보림빌딩)",37.564146,126.985886,정보통신업,중소기업 28,1,1,1,3
(주)비아이매트릭스,서울특별시,"서울특별시 강남구 선릉로 433, 세방빌딩 신관 17층",37.50375,127.0488959,정보통신업,중소기업 157,1,1,,2
(주)원인터시스템,서울특별시,"서울특별시 강남구 자곡로 7길4, 102~104호(자곡동,아세아ICT센터)",37.4660796,127.1095966,도매 및 소매업,중소기업 29,1,,1,2
(주)위드네트웍스,서울특별시,"서울특별시 용산구 한강대로11길 13, 2~4층(한강로3가,용일빌딩)",37.5250576,126.9627905,도매 및 소매업,중소기업 115,,,1,1
주식회사 스터닝,서울특별시,"서울특별시 강남구 봉은사로112길 6, 2층(삼성동,익성빌딩) ",37.5144642,127.0648882,"전문, 과학 및 기술 서비스업",중소기업 33,1,,,1
(주)지란지교에스앤씨,서울특별시,"서울특별시 송파구 법원로 128, 12층 C1211호(문정동)",37.4941097,127.0106092,정보통신업,중소기업 43,,1,,1
주식회사 이오비스,서울특별시,"서울특별시 송파구 법원로 11길 7, C동 1301~1305호(문정동,현대지식산업센터)",37.4941097,127.0106092,도매 및 소매업,중소기업 2,1,,,1
(주)유니정보,서울특별시,"서울특별시 금천구 가산디지털1로 171, 513호(가산동,SK V1센터)",37.4806318,126.8805702,도매 및 소매업,중소기업 61,,1,1,2
주식회사 소프트보울,서울특별시,"서울특별시 서초구 반포대로 10, 4층(서초동,신원빌딩)",37.4816121,127.0129701,정보통신업,중소기업 22,1,1,1,3
주식회사 티피엠엔,서울특별시,"서울특별시 강남구 테헤란로92길 14, 5층(대치동,동우리빌딩)",37.5069995,127.0612024,"전문, 과학 및 기술 서비스업",중소기업 11,1,1,1,3
주식회사 에버랩스,서울특별시,"서울특별시 강남구 테헤란로25길 52, 2층(역삼동,멜로즈프라자)",37.5039321,127.0346903,도매 및 소매업,중소기업 16,,1,1,2
주식회사 디셈버앤컴퍼니자산운용,서울특별시,"서울특별시 강남구 테헤란로 231, WEST 19층(역삼동,센터필드)",37.5030426,127.041588,정보통신업,중소기업 100,1,1,1,3
주식회사 컨비니언스,서울특별시,"서울특별시 마포구 잔다리로 39, 501호(서교동,로뎀빌딩)",37.5516972,126.9189282,정보통신업,중소기업 32,,1,,1
주식회사 미스터픽,서울특별시,"서울특별시 강남구 테헤란로 447, 16층(삼성동,KB우준타워)",37.5070522,127.05606,정보통신업,중소기업 26,1,1,1,3
메리티움(주),서울특별시,"서울특별시 금천구 가산디지털1로 5, 1206호(가산동,대륭테크노타운 20차)",37.479891,126.881929,정보통신업,중소기업 110,,1,,1
위시컴퍼니(주),서울특별시,"서울특별시 강남구 테헤란로 211, 14층(역삼동)",37.5045703,127.0494465,도매 및 소매업,중소기업 89,1,1,,2
주식회사 테크빌,서울특별시,서울특별시 영등포구 버드나루로12가길 51,37.52126,126.913123,정보통신업,중소기업 80,1,,,1
주식회사 제스파,서울특별시,"서울특별시 송파구 법원로11길 25, A동 9층(문정동,에이치비지니스파크)",37.4941097,127.0106092,도매 및 소매업,중소기업 66,1,1,,2
(주)코어트러스트,서울특별시,"서울특별시 구로구 디지털로34길 55, 307호(구로동,코오롱싸이언스밸리2차)",37.4842333,126.8992725,정보통신업,중소기업 35,1,1,1,3
(주)임픽스,서울특별시,"서울특별시 동대문구 천호대로 375, 3층(장안동,학인빌딩)",37.5707582,127.0738212,정보통신업,중소기업 72,1,1,1,3
허브넷굿컴퍼니닷컴 주식회사,서울특별시,"서울특별시 영등포구 63로 50, 17층(한화금융센터)",37.5194647,126.9398326,"전문, 과학 및 기술 서비스업",중소기업 87,1,,1,2
주식회사 이포넷,서울특별시,"서울특별시 강남구 테헤란로87길 21, 15층(삼성동,동성빌딩) ",37.5090167,127.0582363,정보통신업,중소기업 207,1,1,1,3
주식회사 더블다운인터액티브,서울특별시,"서울특별시 강남구 테헤란로 152 ,13층(역삼동,강남파이낸스센터)",37.499927,127.036789,정보통신업,중견기업 170,1,1,1,3
(주)케이브레인컴퍼니,서울특별시,"서울특별시 마포구 성암로 330, 323호(상암동,DMC첨단산업센터)",37.5848659,126.88598,"전문, 과학 및 기술 서비스업",중소기업 85,,,1,1
주식회사 세계로시스템,서울특별시,"서울특별시 금천구 가산디지털1로 137, 1501호(가산동,IT캐슬2차)",37.4776295,126.8819887,정보통신업,중소기업 30,1,1,1,3
주식회사 피플벤처스,서울특별시,"서울특별시 마포구 성암로 330, 621호(상암동,DMC첨단산업센터)",37.5848659,126.88598,정보통신업,중소기업 29,1,1,1,3
주식호사 제스큐,서울특별시,"서울특별시 금천구 벚꽃로 298, 1205호(가산동,대륭포스트타워6차)",37.4813244,126.8837789,정보통신업,중소기업 110,,,1,1
주식회사 에이더,서울특별시,"서울특별시 강서구 공항대로 220, 1010호(마곡동,우성에스비타워2차)",37.5759973,126.8370465,"전문, 과학 및 기술 서비스업",중소기업 14,,,1,1
주식회사 시더,서울특별시,"서울특별시 서초구 강남대로18길 5, 3층(양재동)",37.4720181,127.0391482,정보통신업,중소기업 14,,,1,1
(주)케이솔루션즈,서울특별시,"서울특별시 금천구 가산디지털1로 225, 419호(에이스가산포휴) ",37.4851258,126.8787246,정보통신업,중소기업 13,1,1,1,3
(주)아이비즈소프트웨어,서울특별시,"서울특별시 영등포구 선유로 70, 1301호(문래동3가,우리벤처타운2)",37.5200945,126.8897017,정보통신업,중소기업 68,,,1,1
주식회사 뷰노,서울특별시,"서울특별시 서초구 강남대로 479, 9층(반포동,신논현타워)",37.5050428,127.0236893,정보통신업,중소기업 169,1,,1,2
글로벌엔지니어링(주),서울특별시,"서울특별시 금천구 디지털로 130, 1003호,1005~1006호(가산동,남성프라자)",37.4754508,126.8817091,제조업,중소기업 23,1,1,1,3
주식회사 매스티지,서울특별시,"서울특별시 마포구 동교로23길 6, 1층(동교동,달리빌딩)",37.5565906,126.9210865,정보통신업,중소기업,,,1,1
(주)아토웨이브,서울특별시,"서울특별시 금천구 벚꽃로 286, 1005호(가산동,리더스타워)",37.4803075,126.8841943,제조업,중소기업 19,1,,1,2
주식회사 신시웨이,서울특별시,"서울특별시 송파구 법원로9길 26, D동 405호(문정동,에이치비지니스파크)",37.51492,127.10438,정보통신업,중소기업 61,1,1,1,3
주식회사 아데나소프트웨어,서울특별시,"서울특별시 강남구 테헤란로 207, 14층(역삼동,아가방빌딩)",37.5016744,127.0387038,정보통신업,중소기업 67,1,1,1,3
주식회사 네오비젼,서울특별시,"서울특별시 영등포구 선유로 130, 501~503호(양평동3가,에이스하이테크시티3)",37.5251957,126.8913598,도매 및 소매업,중소기업 27,1,,1,2
(주)구름네트웍스,서울특별시,"서울특별시 광진구 광나루로36길 14, 화성빌딩 5층(구의동)",37.5443467,127.0865523,정보통신업,중소기업 14,1,,,1
법무법인 비트,서울특별시,"서울특별시 강남구 영동대로 735, 8,9층(청담동,골프존타워서울) ",37.5233198,127.0545365,"전문, 과학 및 기술 서비스업",중소기업 21,,,1,1
반디에스앤씨(주),서울특별시,"서울특별시 성동구 상원12길34, 서울숲A1센터 908호(성수동1가)",37.549641,127.0506602,정보통신업,중소기업 17,,1,1,2
주식회사 트리거파트너스,서울특별시,"서울특별시 강남구 논현로114길 11, 2층(논현동,해광빌딩)",37.5089595,127.0344379,정보통신업,중소기업 24,1,1,,2
(주)키글,서울특별시,"서울특별시 서초구 방배로18길 5, 3층(방배동,BH빌딩)",37.4851777,126.9956661,정보통신업,중소기업 29,,1,1,2
주식회사 밸류링크유,서울특별시,"서울특별시 마포구 마포대로 19, 1005호(마포동,신화빌딩)",37.5390098,126.9442792,기타,중소기업 59,1,1,,2
(주)인더포레스트,서울특별시,"서울특별시 강남구 테헤란로77길 11-18, 창애빌딩 5층",37.506891,127.0530296,정보통신업,중소기업 20,,1,1,2
에이템즈(주),서울특별시,"서울특별시 송파구 정의로8길 7, 903호(문정동,한스빌딩)",37.5634006,126.9847852,"전문, 과학 및 기술 서비스업",중소기업 26,1,1,1,3
(주)엠브레이스,서울특별시,"서울특별시 구로구 경인로 576, 1층(구로동,GS네오텍)",37.5033517,126.8866913,정보통신업,중소기업 52,1,1,1,3
주식회사 비비드플러스,서울특별시,"서울특별시 금천구 벚꽃로 298, 1007호(가산동,대륭포스트타워6차)",37.4813244,126.8837789,"전문, 과학 및 기술 서비스업",중소기업 25,,1,1,2
(주)한유에너지,서울특별시,"서울특별시 관악구 남부순환로 1883(봉천동,한유빌딩)",37.4791007,126.9591127,도매 및 소매업,중견기업 85,1,1,,2
벡톤디킨슨코리아 주식회사,서울특별시,"서울특별시 강남구 테헤란로 142, 16층(역삼동,아크플레이스)",37.4996847,127.0349215,도매 및 소매업,중견기업 163,1,1,,2
(주)파워젠,서울특별시,"서울특별시 송파구 법원로 114, A동 1305호(문정동, 엠스테이트)",37.4859826,127.1197497,기타,중소기업 110,1,,1,2
(주)에이비라인건축사사무소,서울특별시,"서울특별시 성동구 성수이로7길 27, 501~503호(성수동2가, 서울숲코오롱디지털타워2차)",37.5415158,127.0534021,"전문, 과학 및 기술 서비스업",중소기업 78,1,1,,2
주식회사 청안오가닉스,서울특별시,"서울특별시 서초구 서초대로 137, 신국빌딩 4층",37.4890232,126.9971401,도매 및 소매업,중소기업 19,1,1,1,3
주식회사 온채널,서울특별시,"서울특별시 용산구 새창로 217, 806호(한강로2가,용산토투밸리) ",37.529196,126.967903,도매 및 소매업,중소기업 36,,1,1,2
오롬 주식회사,서울특별시,"서울특별시 중구 서애로 23, 1층(필동3가,중구통일회관)",37.5601789,126.9972691,정보통신업,중소기업 37,,1,,1
(주)백조씽크,서울특별시,서울특별시 동대문구 청계천로 463(용두동),37.5705541,127.0288254,제조업,중소기업 109,1,,1,2
(주)오픈한,서울특별시,"서울특별시 성동구 연무장5가길 25, 1311호(성수동2가, SK V1타워)",37.5433863,127.0554176,도매 및 소매업,중소기업 38,1,1,1,3
(주)브이티피엘,서울특별시,"서울특별시 강남구 테헤란로2길 27, 921,1307호(역삼동,패스트파이브빌딩)",37.4964557,127.0296885,도매 및 소매업,중소기업 37,1,,1,2
(주)잉카엔트웍스,서울특별시,"서울특별시 강남구 논현로 608, 1층(논현동,덕수빌딩)",37.5158277,127.020128,정보통신업,중소기업 28,1,,,1
믹시스템(주),서울특별시,"서울특별시 구로구 디지털로33길 55, 609~611호(구로동,이앤씨벤처드림타워2차)",37.487013,126.8931959,정보통신업,중소기업 50,1,,1,2
엠포플러스(주),서울특별시,"서울특별시 성동구 아차산로17길 48, 1동 1619호(성수2가,SK V1센터)",37.5476689,127.0465524,정보통신업,중소기업 26,1,1,1,3
(주)모디엠,서울특별시,"서울특별시 성동구 성수일로4길 25, 1203호(성수동2가,서울숲코오롱디지털타워1차)",37.542509,127.0518608,정보통신업,중소기업 137,,,1,1
(주)무하유,서울특별시,"서울특별시 성동구 성수일로8길 5, A동 201호~203호(성수동2가,서울숲 SK V1타워) ",37.5468653,127.0514978,정보통신업,중소기업 70,1,1,1,3
주식회사 디엘코리아,서울특별시,"서울특별시 송파구 송파대로 167, B동 913-1,2호(문정동,문정역테라타워)",37.4907127,127.1292937,도매 및 소매업,중소기업 12,,,1,1
(주)오픈프레스,서울특별시,"서울특별시 성동구 상원1길 26, 406,407호(성수동1가,서울숲에이타워)",37.5461925,127.0481679,"전문, 과학 및 기술 서비스업",중소기업 15,,,1,1
주식회사 서래스터,서울특별시,"서울특별시 동대문구 망우로21길 52, 203호(휘경동,춘태빌딩) ",37.5903648,127.0600464,기타,중소기업 10,,,1,1
(주)위시켓,서울특별시,"서울특별시 강남구 테헤란로 211, 3층(역삼동,한국고등교육재단빌딩)",37.5018802,127.0392296,정보통신업,중소기업 6,1,1,1,3
(주)아이센스,서울특별시,"서울특별시 서초구 반포대로28길 43(서초동,아이센스빌딩)",37.491324,127.0107052,제조업,중견기업 821,1,1,1,3
(주)고려기프트,서울특별시,"서울특별시 도봉구 도봉로191가길 8(도봉동,고려기프트빌딩)",37.6910172,127.0413173,도매 및 소매업,중소기업 62,,,1,1
(주)쟈뎅,서울특별시,"서울특별시 강남구 논현로149길 62, 4층(논현동,영빌딩)",37.5169547,127.0235884,제조업,중소기업 146,1,1,,2
(주)한국해사기술,서울특별시,"서울특별시 강남구 학동로 175, 5층(논현동,미디어센터)",37.5140226,127.0300222,"전문, 과학 및 기술 서비스업",중소기업 112,1,1,,2
(주)씨앤피동양,서울특별시,"서울특별시 송파구 법원로11길 7, C동 1101호(문정동,현대지식산업센터)",37.4941097,127.0106092,"전문, 과학 및 기술 서비스업",중소기업 52,,1,,1
(주)애드캡슐소프트,서울특별시,"서울특별시 서초구 동광로12길 84, 성산관 4층",37.4885743,126.985083,정보통신업,중소기업 215,,1,1,2
(주)휴노,서울특별시,"서울특별시 마포구 마포대로 109, 101동 1002~1004호(공덕동,롯데캐슬프레지던트)",37.5448909,126.9506066,정보통신업,중소기업 99,,1,1,2
(주)아이센트,서울특별시,"서울특별시 성동구 아차산로17길 49, 1515호(성수동2가,생각공장 데시앙플렉스)",37.5476689,127.0465524,정보통신업,중소기업 60,,1,,1
(주)진앤현시큐리티,서울특별시,"서울특별시 송파구 법원로6길 11, 4층(문정동,환인빌딩)",37.5627426,126.9843425,정보통신업,중소기업 90,,1,,1
(주)메일플러그,서울특별시,"서울특별시 강남구 테헤란로78길 16, 8,10층(대치동,노벨빌딩)",37.5050626,127.0553827,정보통신업,중소기업 90,1,1,,2
(주)콜게이트,서울특별시,"서울특별시 서초구 서초대로 397, 1104,2403호(서초동,부띠크모나코)",37.4973672,127.0245062,정보통신업,중소기업 30,,1,,1
(주)예지솔루션,서울특별시,"서울특별시 금천구 가산디지털2로 166, 3층(가산동,에이스K1타워)",37.4853698,126.8810751,"전문, 과학 및 기술 서비스업",중소기업 158,1,1,1,3
(주)플립커뮤니케이션즈,서울특별시,"서울특별시 강남구 학동로11길 20-7, 플립타워",37.5139219,127.025121,정보통신업,중소기업 103,,1,,1
(주)앤드와이즈,서울특별시,"서울특별시 강남구 선릉로112길 39, 3층(삼성동,진영빌딩)",37.5120725,127.0467113,정보통신업,중소기업 32,,,1,1
(주)이누인터내셔날,서울특별시,"서울특별시 강남구 선릉로 667, 5~7층(논현동,라이즈스퀘어)",37.5137195,127.0275647,도매 및 소매업,중소기업 71,1,1,1,3
(주)한국건설환경,서울특별시,"서울특별시 서초구 효령로 95, 우성빌딩 4,5층",37.4807372,126.9946017,"전문, 과학 및 기술 서비스업",중소기업 39,,,1,1
주식회사 키스톤마케팅컴퍼니,서울특별시,"서울특별시 서초구 서초대로78길 5, 13층(서초동,대각빌딩)",37.4972107,127.0273739,"전문, 과학 및 기술 서비스업",중소기업 124,1,1,1,3
주식회사 골드넥스,서울특별시,"서울특별시 성동구 왕십리로125, 802-1,803-1호(KD타워)",37.5549336,127.0367427,"전문, 과학 및 기술 서비스업",중소기업 73,,1,,1
(주)아미크,서울특별시,"서울특별시 성동구 성수일로 10, 1405,1406호(성수동1가,서울숲ITCT지식산업센터)",37.5457518,127.0469299,정보통신업,중소기업 17,1,,1,2
(주)클라우드네트웍스,서울특별시,"서울특별시 강남구 영동대로96길 20, 10층(삼성동,대화빌딩)",37.5107654,127.0642405,정보통신업,중소기업 59,1,1,1,3
(주)유컴패니온,서울특별시,"서울특별시 강남구 논현로28길 45, 3층(도곡동,덕윤빌딩) ",37.4845144,127.0453214,정보통신업,중소기업 112,1,,1,2
(주)유니온콘텐츠,서울특별시,"서울특별시 금천구 디지털로 121, 906호(가산동,에이스가산타워)",37.4760213,126.8801122,정보통신업,중소기업 11,,,1,1
(주)이루에프씨,서울특별시,"서울특별시 강동구 양재대로89가길 34, 2,5,6층(성내동,천지빌딩)",37.525069,127.1341881,"전문, 과학 및 기술 서비스업",중소기업 46,,1,1,2
주식회사 제이콥시스템,서울특별시,"서울특별시 송파구 송파대로 201, B동 1313호,1319~1321호(문정동,송파테라타워2)",37.4851331,127.1238462,정보통신업,중소기업 22,,,1,1
주식회사 에이치엠씨네트웍스,서울특별시,"서울특별시 강남구 테헤란로8길 37, 5층(역삼동,한동빌딩)",37.4965278,127.0324379,도매 및 소매업,중소기업 79,,,1,1
(주)제이에프엠,서울특별시,"서울특별시 구로구 디지털로26길 123, 1602호(구로동,지플러스타워)",37.482941,126.8977956,도매 및 소매업,중소기업 12,,,1,1
삼정데이타서비스(주),서울특별시,"서울특별시 구로구 디지털로 306, 416,417,421호(구로동,대륭포스트타워2차)",37.4858838,126.8973216,정보통신업,중소기업 74,,,1,1
(주)제이에프엠테크,서울특별시,"서울특별시 구로구 디지털로26길 123, 1604호(구로동,지플러스타워) ",37.482941,126.8977956,도매 및 소매업,중소기업 18,,,1,1
(주)에스엔제이,서울특별시,"서울특별시 구로구 디지털로31길 19, 604호(구로동,에이스테크노타워Ⅱ)",37.4848555,126.8937342,제조업,중소기업 19,,,1,1
(주)코리아리서치인터내셔널,서울특별시,"서울특별시 서초구 사임당로 18, 8층(석초동,석오빌딩)",37.4881404,127.0192861,"전문, 과학 및 기술 서비스업",중소기업 79,1,1,1,3
(주)성지제강,서울특별시,"서울특별시 서초구 신반포로 311, 5층(신영빌딩) ",37.5103202,127.0177172,제조업,중견기업 70,,1,1,2
(주)성지알펙스,서울특별시,"서울특별시 서초구 신반포로 311, 4층(신영빌딩) ",37.5103202,127.0177172,제조업,중소기업 45,1,1,1,3
(주)마이건축사사무소,서울특별시,"서울특별시 성동구 성수일로4길25, 210호(성수동2가,서울숲코오롱디지털타워1차)",37.542509,127.0518608,"전문, 과학 및 기술 서비스업",중소기업 32,,1,,1
웹케시(주),서울특별시,"서울특별시 영등포구 영신로 220, 12층,2003~2013호(영등포동8가,KNK디지털타워)",37.526554,126.904299,정보통신업,중소기업 261,1,1,,2
(주)이엠넷,서울특별시,"서울특별시 구로구 디지털로34길 27, 14층(구로동,대륭포스트타워3차)",37.4854799,126.8981862,"전문, 과학 및 기술 서비스업",중소기업 325,1,1,1,3
(주)디에스이트레이드,서울특별시,"서울특별시 서초구 동산로 13, 6층(양재동,정선빌딩)",37.4696112,127.0410127,정보통신업,중소기업 34,1,1,,2
(주)사이냅소프트,서울특별시,"서울특별시 강서구 마곡중앙4로 62(마곡동,사이냅소프트 R&D센터)",37.5735074,126.8285405,정보통신업,중소기업 50,1,,,1
보나캠프 주식회사,서울특별시,"서울특별시 금천구 범안로 1130, 14층(가산동,디지털엠파이어빌딩)",37.465603,126.8876967,정보통신업,중소기업 47,,,1,1
(주)토마토시스템,서울특별시,"서울특별시 강남구 논현로128길 5, 장뻘빌딩 5,6,8층",37.5135827,127.0316499,정보통신업,중소기업 215,1,1,1,3
주식회사 넷솔테크,서울특별시,"서울특별시 영등포구 국회대로70길 19, 11층(여의도동,대하빌딩)",37.5291796,126.9208236,정보통신업,중소기업 65,1,,,1
(주)인포큐브,서울특별시,"서울특별시 송파구 법원로11길 11, B동 1001호(현대지식산업센터)",37.5145437,127.1065971,정보통신업,중소기업 13,1,1,1,3
